status;agency_reference;type;purpose;address;complement;district;complex;city;sell_price;rental_price;complex_fee;property_tax;bedrooms;suites;parking_spaces;date_added;total_area;area;number;full_address;agency;latitude;longitude
Ativo;AC0009;Andar Corporativo;Comercial;Rua Rego Freitas 289;3 andar;República;Edficil Rolambda;São Paulo;0.0;6200.0;2750.0;961.0;0;0;0;2016-11-09 00:00:00.000;293.0;233.0;289;Edficil Rolambda, Rua Rego Freitas 289, República, São Paulo;NuDoor;-023.5444400000;-046.6465200000
Ativo;AC0010;Andar Corporativo;Comercial;Rua Rego Freitas 289;4 andar;República;Edficil Rolambda;São Paulo;0.0;6200.0;2750.0;961.0;0;0;0;2016-11-09 00:00:00.000;293.0;233.0;289;Edficil Rolambda, Rua Rego Freitas 289, República, São Paulo;NuDoor;-023.5444400000;-046.6465200000
Ativo;SA0119;Sala;Comercial;Rua Rego Freitas 289;apto  63;República;Edficil Rolambda;São Paulo;0.0;2200.0;840.0;300.0;0;0;0;2016-11-10 00:00:00.000;65.12;51.78;289;Edficil Rolambda, Rua Rego Freitas 289, República, São Paulo;NuDoor;-023.5444400000;-046.6465200000
Cancelado;AP0919;Apartamento;Residencial;Rua Martiniano de Carvalho 594;82;Bela Vista;Thea;São Paulo;0.0;1900.0;850.0;0.0;2;0;1;2017-01-28 00:00:00.000;150.0;97.0;594;Thea, Rua Martiniano de Carvalho 594, Bela Vista, São Paulo;NuDoor;-023.5639300000;-046.6424000000
Ativo;ST0009;Studio;Residencial;Rua Manuel de Paiva 76;162;Vila Mariana;Contemporâneo;São Paulo;670000.0;0.0;700.0;0.0;1;0;1;2017-03-21 00:00:00.000;96.0;45.0;76;Contemporâneo, Rua Manuel de Paiva 76, Vila Mariana, São Paulo;NuDoor;-023.5827000000;-046.6363400000
Suspenso;AP0348;Apartamento;Residencial;Rua Afonso de Freitas 321;Ap:11;Paraíso;Edifício Primavera;São Paulo;0.0;2700.0;800.0;240.0;3;1;1;2016-01-04 00:00:00.000;0.0;94.0;321;Edifício Primavera, Rua Afonso de Freitas 321, Paraíso, São Paulo;NuDoor;-023.5755800000;-046.6450700000
Cancelado;AP0866;Apartamento;Residencial;Avenida Doutor Altino Arantes 573;APT 71;Vila Clementino;Marrakesh;São Paulo;0.0;2600.0;1500.0;680.0;3;1;2;2016-12-09 00:00:00.000;165.0;165.0;573;Marrakesh, Avenida Doutor Altino Arantes 573, Vila Clementino, São Paulo;NuDoor;-023.6028300000;-046.6424000000
Cancelado;AP0909;Apartamento;Residencial;Rua Cubatão 838;91;Paraíso;Condomínio Três Rios Edifício Paraíba;São Paulo;0.0;1900.0;567.0;0.0;2;1;0;2017-01-24 00:00:00.000;87.0;87.0;838;Condomínio Três Rios Edifício Paraíba, Rua Cubatão 838, Paraíso, São Paulo;NuDoor;-023.5794000000;-046.6421800000
Cancelado;AP0971;Apartamento;Residencial;Rua José Antônio Coelho 889;apto 32;Vila Mariana;Dante e Beatriz;São Paulo;550000.0;2000.0;500.0;0.0;2;0;0;2017-02-21 00:00:00.000;100.0;78.0;889;Dante e Beatriz, Rua José Antônio Coelho 889, Vila Mariana, São Paulo;NuDoor;-023.5813200000;-046.6489800000
Cancelado;AP0864;Apartamento;Residencial;Rua Tamandaré 1029;112;Liberdade;Condominio Edificio Jardin Etoile;São Paulo;0.0;1500.0;450.0;50.0;1;0;1;2016-12-07 00:00:00.000;42.0;42.0;1029;Condominio Edificio Jardin Etoile, Rua Tamandaré 1029, Liberdade, São Paulo;NuDoor;-023.5675600000;-046.6381100000
Cancelado;AD0002;Apartamento Duplex;Residencial;Rua Paula Ney 480;apto 72;Vila Mariana;Sweet Garden;São Paulo;0.0;2700.0;750.0;200.0;2;1;2;2017-03-06 00:00:00.000;150.0;75.0;480;Sweet Garden, Rua Paula Ney 480, Vila Mariana, São Paulo;NuDoor;-023.5795600000;-046.6347400000
Cancelado;CA0040;Casa;Residencial;Rua Doutor Amâncio de Carvalho 176;casa 2;Vila Mariana;;São Paulo;275000.0;0.0;0.0;0.0;1;0;0;2016-10-06 00:00:00.000;90.0;0.0;176;, Rua Doutor Amâncio de Carvalho 176, Vila Mariana, São Paulo;NuDoor;-023.5834300000;-046.6485700000
Cancelado;AP0002;Apartamento;Residencial;Rua José Antônio Coelho 23;32;Vila Mariana;Dona Nadima;São Paulo;529000.0;0.0;460.0;22.0;2;0;2;2016-06-01 00:00:00.000;55.0;60.0;23;Dona Nadima, Rua José Antônio Coelho 23, Vila Mariana, São Paulo;NuDoor;-023.5790100000;-046.6410700000
Cancelado;SA0094;Sala;Comercial;Rua da Consolação 348;91;Consolação;Transval;São Paulo;795000.0;3595.0;1750.0;155.55;0;0;0;2016-07-07 00:00:00.000;0.0;110.0;348;Transval, Rua da Consolação 348, Consolação, São Paulo;NuDoor;-023.5151200000;-046.8357400000
Cancelado;AP0825;Apartamento;Residencial;Rua Major Sertório 440;ap 87;Vila Buarque;Edifício Myata;São Paulo;0.0;1100.0;286.0;20.0;1;0;0;2016-11-10 00:00:00.000;31.0;30.0;440;Edifício Myata, Rua Major Sertório 440, Vila Buarque, São Paulo;NuDoor;-023.5453900000;-046.6483500000
Cancelado;ST0006;Studio;Residencial;Rua Doutor Cesário Mota Júnior 291;82;Vila Buarque;Bonus Studio;São Paulo;0.0;1650.0;350.0;20.0;1;0;0;2016-09-15 00:00:00.000;45.0;40.0;291;Bonus Studio, Rua Doutor Cesário Mota Júnior 291, Vila Buarque, São Paulo;NuDoor;-023.5465300000;-046.6489800000
Cancelado;ST0005;Studio;Residencial;Rua Doutor Cesário Mota Júnior 291;32;Vila Buarque;Bonus Studio;São Paulo;0.0;1650.0;350.0;20.0;1;0;0;2016-09-15 00:00:00.000;45.0;40.0;291;Bonus Studio, Rua Doutor Cesário Mota Júnior 291, Vila Buarque, São Paulo;NuDoor;-023.5465300000;-046.6489800000
Cancelado;ST0004;Studio;Residencial;Rua Doutor Cesário Mota Júnior 291;31;Vila Buarque;Bonus Studio;São Paulo;0.0;1650.0;350.0;20.0;1;0;0;2016-09-15 00:00:00.000;45.0;40.0;291;Bonus Studio, Rua Doutor Cesário Mota Júnior 291, Vila Buarque, São Paulo;NuDoor;-023.5465300000;-046.6489800000
Cancelado;ST0003;Studio;Residencial;Rua Doutor Cesário Mota Júnior 291;22;Vila Buarque;Bonus Studio;São Paulo;0.0;1650.0;350.0;20.0;1;0;0;2016-09-15 00:00:00.000;45.0;40.0;291;Bonus Studio, Rua Doutor Cesário Mota Júnior 291, Vila Buarque, São Paulo;NuDoor;-023.5465300000;-046.6489800000
Cancelado;AP0931;Apartamento;Residencial;Rua Santa Madalena 267;41;Liberdade;Marta;São Paulo;0.0;1200.0;600.0;0.0;1;0;0;2017-01-31 00:00:00.000;80.0;52.0;267;Marta, Rua Santa Madalena 267, Liberdade, São Paulo;NuDoor;-023.5491300000;-046.2140400000
Ativo;CA0017;Casa;Residencial;Rua Doutor Nicolau de Sousa Queirós 484;CASA;Vila Mariana;;São Paulo;1800000.0;0.0;0.0;334.0;9;1;1;2014-12-18 00:00:00.000;170.0;270.0;484;, Rua Doutor Nicolau de Sousa Queirós 484, Vila Mariana, São Paulo;NuDoor;-023.5793200000;-046.6380700000
Cancelado;AP0645;Apartamento;Residencial;Rua Eça de Queiróz 82;apto 94;Vila Mariana;Camapuã;São Paulo;800000.0;0.0;610.0;66.01;2;0;1;2016-07-07 00:00:00.000;0.0;110.0;82;Camapuã, Rua Eça de Queiróz 82, Vila Mariana, São Paulo;NuDoor;-023.5784000000;-046.6418100000
Cancelado;AP0870;Apartamento;Residencial;Rua José do Patrocínio 234;2º andar, apto 05;Aclimação;Codominio;São Paulo;580000.0;2400.0;290.0;127.0;3;0;0;2016-12-13 00:00:00.000;0.0;100.0;234;Codominio, Rua José do Patrocínio 234, Aclimação, São Paulo;NuDoor;-023.5780300000;-046.6331200000
Cancelado;CA0042;Casa;Residencial;Rua Correia Dias 509;Casa;Paraíso;;São Paulo;640000.0;0.0;0.0;150.0;2;0;0;2016-10-24 00:00:00.000;80.0;110.0;509;, Rua Correia Dias 509, Paraíso, São Paulo;NuDoor;-023.5759600000;-046.6414600000
Cancelado;AP0836;Apartamento;Residencial;Rua José Antônio Coelho 355;apto 26;Vila Mariana;Condomínio Edifício Poema;São Paulo;0.0;2200.0;450.0;80.0;2;0;1;2016-11-22 00:00:00.000;0.0;75.0;355;Condomínio Edifício Poema, Rua José Antônio Coelho 355, Vila Mariana, São Paulo;NuDoor;-023.5803700000;-046.6438200000
Cancelado;PR0009;Prédio;Comercial;Rua Estela 315;Loja;Vila Mariana;Prédio Comercial Locação;São Paulo;0.0;6000.0;0.01;0.0;0;0;0;2016-11-10 00:00:00.000;100.0;300.0;315;Prédio Comercial Locação, Rua Estela 315, Vila Mariana, São Paulo;NuDoor;-023.5780600000;-046.6439400000
Cancelado;LO0011;Loja;Comercial;Rua Domingos de Morais 739;Loja;Vila Mariana;;São Paulo;0.0;9000.0;0.0;500.0;0;0;0;2015-11-12 00:00:00.000;127.0;117.0;739;, Rua Domingos de Morais 739, Vila Mariana, São Paulo;NuDoor;-023.5830700000;-046.6379400000
Cancelado;AP0796;Apartamento;Residencial;Rua Estela 22;APT 805;Vila Mariana;Mara Rúbia;São Paulo;0.0;1400.0;494.0;85.0;1;0;1;2016-10-24 00:00:00.000;0.0;38.0;22;Mara Rúbia, Rua Estela 22, Vila Mariana, São Paulo;NuDoor;-023.5772600000;-046.6414000000
Cancelado;AP0956;Apartamento;Residencial;Alameda Franca 1222;Uni - 41;Jardim Paulista;Olimpia;São Paulo;0.0;2500.0;825.0;12.0;2;0;1;2017-02-08 00:00:00.000;0.0;70.0;1222;Olimpia, Alameda Franca 1222, Jardim Paulista, São Paulo;NuDoor;-023.5610300000;-046.6645100000
Cancelado;AP0024;Apartamento;Residencial;Rua Carlos Steinen 0;apto 32;Paraíso;Port de La Villete;São Paulo;0.0;1700.0;920.0;100.0;1;0;0;2016-06-15 00:00:00.000;0.0;35.0;0;Port de La Villete, Rua Carlos Steinen 0, Paraíso, São Paulo;NuDoor;-023.5759900000;-046.6489100000
Cancelado;AP0896;Apartamento;Residencial;Rua Martiniano de Carvalho 900;116;Bela Vista;Condomíno Sylvia Helena;São Paulo;0.0;1800.0;692.0;0.0;2;0;1;2017-01-03 00:00:00.000;0.0;68.0;900;Condomíno Sylvia Helena, Rua Martiniano de Carvalho 900, Bela Vista, São Paulo;NuDoor;-023.5667500000;-046.6431200000
Cancelado;AP0693;Apartamento;Residencial;Rua Madre Cabrini 240;Ap -41;Vila Mariana;Farroupilha;São Paulo;0.0;3000.0;950.0;130.0;3;1;2;2016-08-11 00:00:00.000;0.0;140.0;240;Farroupilha, Rua Madre Cabrini 240, Vila Mariana, São Paulo;NuDoor;-023.5909800000;-046.6370700000
Cancelado;AP0852;Apartamento;Residencial;Rua Eça de Queiroz 234;Uni 12a;Vila Mariana;Ed. Eça de Queiroz;São Paulo;0.0;3450.0;830.0;33.0;3;0;1;2016-11-28 00:00:00.000;90.0;90.0;234;Ed. Eça de Queiroz, Rua Eça de Queiroz 234, Vila Mariana, São Paulo;NuDoor;-023.5788100000;-046.6432300000
Cancelado;AP0868;Apartamento;Residencial;Rua Gandavo 188;ap 12 B;Vila Clementino;Bandeirante;São Paulo;0.0;2600.0;903.0;76.0;3;1;1;2016-12-09 00:00:00.000;0.0;107.0;188;Bandeirante, Rua Gandavo 188, Vila Clementino, São Paulo;NuDoor;-023.5919400000;-046.6410500000
Cancelado;SA0006;Sala;Comercial;Rua Azevedo Macedo 20;CJ-71;Vila Mariana;Edifício Nova Paulista Plaza;São Paulo;0.0;4500.0;1201.0;709.0;0;0;2;2016-06-30 00:00:00.000;94.0;94.0;20;Edifício Nova Paulista Plaza, Rua Azevedo Macedo 20, Vila Mariana, São Paulo;NuDoor;-023.5803400000;-046.6399400000
Cancelado;AP0814;Apartamento;Residencial;Rua José Antônio Coelho 750;apto 91;Vila Mariana;Condomínio Edifício Nilo;São Paulo;780000.0;2300.0;780.0;100.0;2;1;1;2016-11-03 00:00:00.000;0.0;100.0;750;Condomínio Edifício Nilo, Rua José Antônio Coelho 750, Vila Mariana, São Paulo;NuDoor;-023.5811200000;-046.6476800000
Cancelado;AP0921;Apartamento;Residencial;Rua Artur Prado 123;128;Bela Vista;Artur Ville;São Paulo;360000.0;0.0;400.0;73.0;1;0;2;2017-01-28 00:00:00.000;70.0;45.0;123;Artur Ville, Rua Artur Prado 123, Bela Vista, São Paulo;NuDoor;-023.5614300000;-046.6427600000
Ativo;AP0994;Apartamento;Residencial;Rua Tutóia 839;apto 144;Paraíso;São João Del Rey;São Paulo;695000.0;0.0;650.0;56.0;2;0;1;2017-03-01 00:00:00.000;110.0;86.0;839;São João Del Rey, Rua Tutóia 839, Paraíso, São Paulo;NuDoor;-023.5784600000;-046.6509500000
Ativo;AP0992;Apartamento;Residencial;Rua Santa Madalena 291;apto 32;Bela Vista;Maison . Madalene;São Paulo;650000.0;0.0;694.0;0.0;2;0;1;2017-02-28 00:00:00.000;140.0;70.0;291;Maison . Madalene, Rua Santa Madalena 291, Bela Vista, São Paulo;NuDoor;-023.5629800000;-046.6439200000
Ativo;AP0987;Apartamento;Residencial;Rua Santa Madalena 53;apto 51;Bela Vista;Maison Rochelle;São Paulo;945000.0;0.0;900.0;240.0;3;1;2;2017-02-27 00:00:00.000;188.0;110.0;53;Maison Rochelle, Rua Santa Madalena 53, Bela Vista, São Paulo;NuDoor;-023.5635200000;-046.6416600000
Ativo;AP0977;Apartamento;Residencial;Rua Carlos Steinen 193;apto 11;Paraíso;Santa Filomena;São Paulo;1060000.0;0.0;1200.0;220.0;3;1;2;2017-02-25 00:00:00.000;180.0;114.0;193;Santa Filomena, Rua Carlos Steinen 193, Paraíso, São Paulo;NuDoor;-023.5752700000;-046.6483100000
Cancelado;AP0759;Apartamento;Residencial;Avenida Nove de Julho 1967;54;Bela Vista;Edificio Conquista;São Paulo;0.0;1600.0;500.0;400.0;2;0;0;2016-09-22 00:00:00.000;67.0;65.0;1967;Edificio Conquista, Avenida Nove de Julho 1967, Bela Vista, São Paulo;NuDoor;-023.5600300000;-046.6547100000
Cancelado;AP0964;Apartamento;Residencial;Rua Tamandaré 1027;12;Liberdade;Condominio Eitole;São Paulo;0.0;1700.0;450.0;50.0;1;0;1;2017-02-13 00:00:00.000;40.0;40.0;1027;Condominio Eitole, Rua Tamandaré 1027, Liberdade, São Paulo;NuDoor;-023.5672400000;-046.6376300000
Cancelado;AP0777;Apartamento;Residencial;Rua Davi Hume 163;apartamento 22;Jardim Vila Mariana;Condomínio Edifício Green Garden;São Paulo;0.0;3300.0;1840.0;1116.61;3;3;3;2016-10-06 00:00:00.000;383.67;182.5;163;Condomínio Edifício Green Garden, Rua Davi Hume 163, Jardim Vila Mariana, São Paulo;NuDoor;-023.5948800000;-046.6249000000
Cancelado;AP0770;Apartamento;Residencial;Rua Herculano de Freitas 307;apartamento 156;Bela Vista;Edifício Jurece;São Paulo;450000.0;0.0;550.0;0.0;2;0;1;2016-09-30 00:00:00.000;0.0;52.0;307;Edifício Jurece, Rua Herculano de Freitas 307, Bela Vista, São Paulo;NuDoor;-023.5558200000;-046.6547000000
Cancelado;SA0013;Sala;Comercial;Rua Conselheiro Rodrigues Alves 340;SALA 2;Vila Mariana;;São Paulo;0.0;2350.0;120.0;190.0;0;0;1;2015-08-14 00:00:00.000;100.0;80.0;340;, Rua Conselheiro Rodrigues Alves 340, Vila Mariana, São Paulo;NuDoor;-021.2077500000;-050.4298800000
Cancelado;AP0953;Apartamento;Residencial;Rua José Antônio Coelho 300;apto 64;Vila Mariana;Boulevard;São Paulo;0.0;1800.0;257.09;59.39;1;0;0;2017-02-06 00:00:00.000;40.0;40.0;300;Boulevard, Rua José Antônio Coelho 300, Vila Mariana, São Paulo;NuDoor;-023.5801600000;-046.6433700000
Cancelado;CA0041;Casa;Residencial;Rua Rio Grande 470;casa térrea;Vila Mariana;;São Paulo;630000.0;0.0;0.0;126.0;3;0;0;2016-10-20 00:00:00.000;90.0;85.0;470;, Rua Rio Grande 470, Vila Mariana, São Paulo;NuDoor;-023.5884700000;-046.6424100000
Cancelado;AP0904;Apartamento;Residencial;Rua José Antônio Coelho 300;14A;Vila Mariana;Bolevard;São Paulo;0.0;1700.0;420.0;30.0;2;0;1;2017-01-18 00:00:00.000;50.0;50.0;300;Bolevard, Rua José Antônio Coelho 300, Vila Mariana, São Paulo;NuDoor;-023.5801600000;-046.6433700000
Cancelado;AP0880;Apartamento;Residencial;Rua Doutor Nicolau de Sousa Queirós 104;APT 62;Vila Mariana;Edifício Jardim Mont Blanc;São Paulo;0.0;2000.0;1004.0;64.3;2;0;1;2016-12-20 00:00:00.000;0.0;90.0;104;Edifício Jardim Mont Blanc, Rua Doutor Nicolau de Sousa Queirós 104, Vila Mariana, São Paulo;NuDoor;-023.5778800000;-046.6395200000
Cancelado;AP0707;Apartamento;Residencial;Rua Professor Antônio Prudente 254;APT-4;Liberdade;Edifício Prudente;São Paulo;0.0;2700.0;300.0;0.0;2;0;0;2016-08-18 00:00:00.000;80.0;80.0;254;Edifício Prudente, Rua Professor Antônio Prudente 254, Liberdade, São Paulo;NuDoor;-023.5660900000;-046.6372800000
Cancelado;AP0787;Apartamento;Residencial;Rua Doutor Lourenço Granato 214;APT 102;Bela Vista;Jivago;São Paulo;0.0;1500.0;437.0;79.4;2;0;0;2016-10-18 00:00:00.000;105.0;105.0;214;Jivago, Rua Doutor Lourenço Granato 214, Bela Vista, São Paulo;NuDoor;-023.5573200000;-046.6489800000
Cancelado;AP0032;Apartamento;Residencial;Rodovia Raposo Tavares 3175;APT 86;Conjunto Residencial Butantã;Condomínio Labitare;São Paulo;250000.0;0.0;581.0;0.0;2;0;1;2016-06-22 00:00:00.000;53.0;53.0;3175;Condomínio Labitare, Rodovia Raposo Tavares 3175, Conjunto Residencial Butantã, São Paulo;NuDoor;-023.5935200000;-046.7620900000
Cancelado;CA0045;Casa;Residencial;Rua França Pinto 1337;casa 03;Vila Mariana;Casa;São Paulo;0.0;1800.0;0.01;0.0;3;0;0;2016-11-14 00:00:00.000;100.0;120.0;1337;Casa, Rua França Pinto 1337, Vila Mariana, São Paulo;NuDoor;-023.5876300000;-046.6418100000
Cancelado;AP0020;Apartamento;Residencial;Rua Abilio Soares 145;apto 82;Paraíso;Antares;São Paulo;0.0;2000.0;900.0;0.0;2;1;1;2016-06-15 00:00:00.000;0.0;85.0;145;Antares, Rua Abilio Soares 145, Paraíso, São Paulo;NuDoor;-023.5749700000;-046.6464500000
Cancelado;AP0941;Apartamento;Residencial;Rua Abílio Soares 140;apto 92;Paraíso;Dona Katina;São Paulo;0.0;1800.0;1000.0;184.0;2;0;1;2017-02-04 00:00:00.000;110.0;90.0;140;Dona Katina, Rua Abílio Soares 140, Paraíso, São Paulo;NuDoor;-023.5735200000;-046.6431900000
Cancelado;AP0794;Apartamento;Residencial;Rua Abílio Soares 556;apto 46;Paraíso;Condomínio Edifício Vera;São Paulo;0.0;2000.0;630.0;20.0;2;0;0;2016-10-21 00:00:00.000;0.0;80.0;556;Condomínio Edifício Vera, Rua Abílio Soares 556, Paraíso, São Paulo;NuDoor;-023.5740000000;-046.6441500000
Cancelado;AP0860;Apartamento;Residencial;Rua Vergueiro 3106;Uni - 24;Vila Mariana;Cambará;São Paulo;420000.0;0.0;550.0;100.0;1;0;1;2016-12-01 00:00:00.000;0.0;49.0;3106;Cambará, Rua Vergueiro 3106, Vila Mariana, São Paulo;NuDoor;-023.5879800000;-046.6332700000
Cancelado;CJ0020;Conjunto;Comercial;Alameda dos Jurupis 1005;conj. 94;Indianópolis;Conjunto Comercial Em Moema;São Paulo;0.0;1300.0;960.0;225.0;0;0;1;2017-01-02 00:00:00.000;0.0;44.0;1005;Conjunto Comercial Em Moema, Alameda dos Jurupis 1005, Indianópolis, São Paulo;NuDoor;-023.6036100000;-046.6592300000
Cancelado;LO0002;Loja;Comercial;Rua Cubatão 362;loja;Vila Mariana;;São Paulo;0.0;8000.0;0.0;270.0;0;0;0;2016-06-20 00:00:00.000;120.0;120.0;362;, Rua Cubatão 362, Vila Mariana, São Paulo;NuDoor;-023.5751500000;-046.6441100000
Cancelado;AP0895;Apartamento;Residencial;Rua Botucatu 261;apto 23;Vila Clementino;Condomínio Janda;São Paulo;0.0;2800.0;770.0;120.0;3;1;1;2016-12-29 00:00:00.000;0.0;100.0;261;Condomínio Janda, Rua Botucatu 261, Vila Clementino, São Paulo;NuDoor;-023.5926600000;-046.6420800000
Cancelado;AP0922;Apartamento;Residencial;Rua Artur Prado 123;56;Bela Vista;Artur Ville;São Paulo;424000.0;1500.0;400.0;73.0;1;0;1;2017-01-28 00:00:00.000;70.0;45.0;123;Artur Ville, Rua Artur Prado 123, Bela Vista, São Paulo;NuDoor;-023.5614300000;-046.6427600000
Cancelado;CA0004;Casa;Residencial;Rua Clélia 1699;pavimento superior;Água Branca;;São Paulo;0.0;1700.0;0.0;72.41;3;0;0;2014-01-20 00:00:00.000;110.0;100.0;1699;, Rua Clélia 1699, Água Branca, São Paulo;NuDoor;-023.5250900000;-046.6844500000
Cancelado;AP0748;Apartamento;Residencial;Rua Santo Amaro 239;54;Bela Vista;Patricia;São Paulo;0.0;1150.0;310.0;49.99;1;0;0;2016-09-15 00:00:00.000;58.68;36.0;239;Patricia, Rua Santo Amaro 239, Bela Vista, São Paulo;NuDoor;-023.6331000000;-046.6922500000
Cancelado;AP0746;Apartamento;Residencial;Rua Frei Caneca 955;51;Consolação;J.P Franco;São Paulo;0.0;1200.0;400.0;49.99;1;0;0;2016-09-15 00:00:00.000;37.0;35.0;955;J.P Franco, Rua Frei Caneca 955, Consolação, São Paulo;NuDoor;-023.5535300000;-046.6529600000
Cancelado;AP0733;Apartamento;Residencial;Rua Augusta 404;94;Consolação;Edificil Rio Guaiba;São Paulo;0.0;2700.0;757.0;99.0;2;0;2;2016-09-08 00:00:00.000;102.0;102.0;404;Edificil Rio Guaiba, Rua Augusta 404, Consolação, São Paulo;NuDoor;-023.5511700000;-046.6501100000
Cancelado;AP0782;Apartamento;Residencial;Rua Caio Prado 75;75;Consolação;Edificio Maria Francisca;São Paulo;0.0;1400.0;495.0;0.0;1;0;1;2016-10-13 00:00:00.000;45.0;42.0;75;Edificio Maria Francisca, Rua Caio Prado 75, Consolação, São Paulo;NuDoor;-023.5486100000;-046.6487000000
Cancelado;CJ0011;Conjunto;Comercial;Rua Rego Freitas 553;55;República;Ed Rego Freitas;São Paulo;0.0;1350.0;211.93;0.0;0;0;0;2016-08-17 00:00:00.000;53.58;53.58;553;Ed Rego Freitas, Rua Rego Freitas 553, República, São Paulo;NuDoor;-023.5463000000;-046.6466700000
Cancelado;AP0745;Apartamento;Residencial;Alameda Barão de Limeira 1022;63;Campos Elíseos;Edifício Senlis;São Paulo;0.0;2500.0;800.0;49.0;3;1;0;2016-09-15 00:00:00.000;115.0;110.0;1022;Edifício Senlis, Alameda Barão de Limeira 1022, Campos Elíseos, São Paulo;NuDoor;-023.5337100000;-046.6484200000
Cancelado;AP0769;Apartamento;Residencial;Rua Barata Ribeiro 284;193;Bela Vista;Montreal Park;São Paulo;0.0;3000.0;650.0;0.0;2;0;0;2016-09-29 00:00:00.000;55.0;55.0;284;Montreal Park, Rua Barata Ribeiro 284, Bela Vista, São Paulo;NuDoor;-023.5564100000;-046.6531000000
Cancelado;AP0892;Apartamento;Residencial;Travessa Humberto I 652;apto 81 A;Vila Mariana;Condomínio Edifício Lugarno Ibiza;São Paulo;0.0;4200.0;1460.0;500.0;3;1;2;2016-12-27 00:00:00.000;0.0;160.0;652;Condomínio Edifício Lugarno Ibiza, Travessa Humberto I 652, Vila Mariana, São Paulo;NuDoor;-023.5862900000;-046.6413700000
Cancelado;SA0134;Sala;Comercial;Rua Capitão Pacheco e Chaves 1050;127;Vila Prudente;Plaza Offices;São Paulo;530000.0;3000.0;485.0;150.0;0;0;0;2017-02-01 00:00:00.000;59.3;59.0;1050;Plaza Offices, Rua Capitão Pacheco e Chaves 1050, Vila Prudente, São Paulo;NuDoor;-023.5818900000;-046.5877000000
Cancelado;SA0133;Sala;Comercial;Rua Capitão Pacheco e Chaves 1050;126;Vila Prudente;Plaza Offices;São Paulo;530000.0;2800.0;970.0;150.0;0;0;1;2017-02-01 00:00:00.000;59.3;59.0;1050;Plaza Offices, Rua Capitão Pacheco e Chaves 1050, Vila Prudente, São Paulo;NuDoor;-023.5818900000;-046.5877000000
Cancelado;AP0673;Apartamento;Residencial;Rua Cubatão 216;apto 71;Vila Mariana;Edifício Para;São Paulo;450000.0;0.0;650.0;0.0;2;0;0;2016-07-29 00:00:00.000;0.0;80.0;216;Edifício Para, Rua Cubatão 216, Vila Mariana, São Paulo;NuDoor;-023.5784600000;-046.6424200000
Cancelado;AP0791;Apartamento;Residencial;Rua Pamplona 0;115;Jardim Paulista;Helbor Home Flex Jar;São Paulo;0.0;2300.0;800.0;85.0;2;0;1;2016-10-20 00:00:00.000;50.0;50.0;0;Helbor Home Flex Jar, Rua Pamplona 0, Jardim Paulista, São Paulo;NuDoor;-023.5602600000;-046.6517300000
Cancelado;AP0158;Apartamento;Residencial;Rua Chui 167;. Ap:12;Paraíso;Paraíso Studio;São Paulo;327800.0;0.0;640.0;56.0;1;0;1;2016-04-07 00:00:00.000;0.0;39.0;167;Paraíso Studio, Rua Chui 167, Paraíso, São Paulo;NuDoor;-023.5759400000;-046.6379100000
Cancelado;AP0187;Apartamento;Residencial;Rua Paim 296;. Ap:2206;Bela Vista;Edifício Residencial Jardim Paulist;São Paulo;540000.0;2500.0;509.0;80.0;1;0;1;2016-05-06 00:00:00.000;70.0;36.0;296;Edifício Residencial Jardim Paulist, Rua Paim 296, Bela Vista, São Paulo;NuDoor;-023.5536200000;-046.6499100000
Cancelado;CA0048;Casa;Comercial;Rua Coronel Oscar Porto 1072;x;Paraíso;;São Paulo;0.0;1300.0;0.01;90.0;3;0;0;2016-11-28 00:00:00.000;60.0;70.0;1072;, Rua Coronel Oscar Porto 1072, Paraíso, São Paulo;NuDoor;-023.5717500000;-046.6488200000
Cancelado;GA0011;Galpão;Comercial;Rua Barão de Cotegipe 180;;Jardim Ruyce;;Diadema;0.0;13500.0;0.0;0.0;0;0;35;2016-08-17 00:00:00.000;2000.0;2000.0;180;, Rua Barão de Cotegipe 180, Jardim Ruyce, Diadema;NuDoor;-023.7117500000;-046.6009400000
Cancelado;SO0014;Sobrado;Residencial;Rua dos Democratas 867;sobrado;São Judas;São Judas;São Paulo;0.0;1500.0;0.01;0.0;2;2;2;2016-11-24 00:00:00.000;80.0;80.0;867;São Judas, Rua dos Democratas 867, São Judas, São Paulo;NuDoor;-023.2522000000;-045.8350400000
Cancelado;SO0015;Sobrado;Residencial;Rua dos Democratas 867;Sobrado - A;São Judas;São Judas;São Paulo;0.0;1500.0;0.01;0.0;2;2;2;2016-11-24 00:00:00.000;80.0;80.0;867;São Judas, Rua dos Democratas 867, São Judas, São Paulo;NuDoor;-023.2522000000;-045.8350400000
Cancelado;AP0894;Apartamento;Residencial;Rua Estela 287;Uni - 121;Vila Mariana;Edifício Saint Paul;São Paulo;0.0;3800.0;789.0;256.0;3;1;2;2016-12-28 00:00:00.000;0.0;83.0;287;Edifício Saint Paul, Rua Estela 287, Vila Mariana, São Paulo;NuDoor;-023.5780300000;-046.6438400000
Cancelado;CA0039;Casa;Residencial;Rua Doutor Amâncio de Carvalho 41;sobreloja;Vila Mariana;;São Paulo;0.0;3200.0;0.0;200.0;1;0;0;2016-10-04 00:00:00.000;80.0;80.0;41;, Rua Doutor Amâncio de Carvalho 41, Vila Mariana, São Paulo;NuDoor;-023.5816600000;-046.6492600000
